Price,Close,High,Low,Open,Volume
Ticker,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW
Date,,,,,
2000-01-03,23.93179702758789,23.93179702758789,23.93179702758789,23.93179702758789,0
2000-01-04,12.682168006896973,12.784540172051587,12.121780975123135,12.272680449046588,100969038
2000-01-05,12.682168006896973,12.989284502360814,12.42823360421091,12.530604666597455,78951612
2000-01-06,12.682168006896973,12.989284502360814,12.3750526142012,12.735348996906682,94351308
2000-01-07,12.170308113098145,12.530604490747354,12.067935949380187,12.272680276816104,63538583
2000-01-10,12.428231239318848,12.632974427900681,12.067933822404092,12.272678113753779,71348563
2000-01-11,12.326525688171387,13.193364273180297,12.326525688171387,13.193364273180297,113739712
2000-01-12,13.042464256286621,13.042464256286621,12.272680323599234,12.47742465181563,105636792
2000-01-13,13.042464256286621,13.500480220992221,12.940093194946478,13.247209687271072,180292164
2000-01-14,12.530603408813477,13.295734694094984,12.530603408813478,13.193362539216176,75928603
2000-01-17,12.989285469055176,13.247210808569543,12.837722117475941,12.940094290249343,63291557
2000-01-18,12.940093994140625,13.144838335002254,12.837721823709812,13.091657342251628,36009878
2000-01-19,12.632978439331055,12.989286155280874,12.579797442553929,12.940094973876265,39957690
2000-01-20,12.73534870147705,12.784539875480839,12.477424489909408,12.784539875480839,26366721
2000-01-21,12.682168006896973,12.940093327215909,12.682168006896974,12.735348996906682,47431990
2000-01-24,12.530603408813477,12.940092028328705,12.530603408813478,12.940092028328705,31916914
2000-01-25,12.428231239318848,12.6821655936853,12.42823123931885,12.530602282225836,22894992
2000-01-26,12.477424621582031,12.682167846534266,12.375052457721887,12.428233447059135,47392321
2000-01-27,12.428231239318848,12.6821655936853,12.42823123931885,12.6821655936853,24439421
2000-01-28,12.579794883728027,12.78453919844495,12.428232657738798,12.428232657738798,47079264
2000-01-31,12.73534870147705,12.886912038260663,12.682167712701014,12.784539875480839,31397900
2000-02-01,12.579794883728027,12.886911355803411,12.530603712329277,12.83772018440466,84326933
2000-02-02,12.579794883728027,12.579794883728027,12.579794883728027,12.579794883728027,0
2000-02-03,12.579794883728027,12.579794883728027,12.579794883728027,12.579794883728027,0
2000-02-04,12.579794883728027,12.579794883728027,12.579794883728027,12.579794883728027,0
2000-02-07,12.579794883728027,12.579794883728027,12.579794883728027,12.579794883728027,0
2000-02-08,12.579794883728027,12.579794883728027,12.579794883728027,12.579794883728027,0
2000-02-09,12.682168006896973,13.247209822679748,12.682168006896974,12.8869123372062,304085414
2000-02-10,12.940093994140625,12.940093994140625,12.53060531241737,12.682168660528372,187384723
2000-02-11,13.807596206665039,13.80759620666504,13.09165605331548,13.09165605331548,344853284
2000-02-14,13.807596206665039,14.4211630968948,13.80759620666504,14.114712687720395,406964176
2000-02-15,14.577381134033203,14.625908443930632,13.807597175574596,14.065521399123964,241149462
2000-02-16,14.372634887695312,14.62590537678311,14.27026274162795,14.577378077062173,161401143
2000-02-17,14.217084884643555,14.5773812793193,14.217084884643555,14.217084884643555,125048123
2000-02-18,14.065518379211426,14.47500696143476,14.065518379211426,14.47500696143476,107253028
2000-02-21,13.091654777526855,13.55365939231317,13.091654777526855,13.55365939231317,87638759
2000-02-22,13.295736312866211,13.553661638698092,13.091656947339084,13.091656947339084,134753118
2000-02-23,13.909967422485352,14.217082779918572,13.349580455054355,13.500478808883802,215180424
2000-02-24,14.270263671875,14.475007977356553,14.012339485600497,14.318789871991395,214266979
2000-02-25,14.318792343139648,14.728281024772627,14.270266134648566,14.372638305056809,206994478
2000-02-28,14.318792343139648,14.31879234313965,14.31879234313965,14.31879234313965,0
2000-02-29,14.625910758972168,14.67909065586811,14.270267992944024,14.475012360422626,134264876
2000-03-01,14.372634887695312,14.830649668917832,14.372634887695312,14.728277522850473,108432762
2000-03-02,14.421163558959961,14.625907886223697,14.372637353680998,14.475009517312866,83138031
2000-03-03,14.421163558959961,14.523535722591829,14.167893026417262,14.421163558959961,62989128
2000-03-06,14.318792343139648,14.421164513547893,13.963149623423833,14.114714074269544,68070596
2000-03-07,14.625910758972168,14.62591075897217,14.318794207754264,14.318794207754264,95097517
2000-03-08,15.035395622253418,15.088575505455323,14.523534835363158,14.62590699274121,171716614
2000-03-09,15.444215774536133,15.498061721213373,14.933021139123765,15.137765421991858,195730616
2000-03-10,15.498065948486328,15.85370866455085,15.190949440414682,15.600438117843542,181412129
2000-03-13,14.475008010864258,15.190947009875561,14.42116205811523,14.42116205811523,178226695
2000-03-14,14.577381134033203,14.728280611466097,14.065521399123964,14.67908833240907,174302792
2000-03-15,14.167891502380371,14.577379010091313,14.065519349760653,14.523534160298539,163459471
